model,MAE,RMSE,WAPE_percent,RMSLE,Forecast_Bias
CatBoost,1.0800296370792217,2.491464804911545,91.73153641522207,0.5428514466296878,-0.0754354515594201
LightGBM,1.103702749755908,2.4648565803697386,93.74219512588095,0.5508523169572761,-0.0026970629091834703
XGBoost,1.1060976469339359,2.487586960131823,93.94560398629991,0.5506383291777872,-0.010143186574180922
